 ##################################################################################
 # [fnlo-tk-yodaout] Evaluating table: ./2jet.NNLO.fnl5662j_mjj1_chi_norm_v25.tab.gz
 # [fnlo-tk-yodaout] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-yodaout] Showing uncertainty from asymmetric 6-point scale factor variation.
 # [fnlo-tk-yodaout] Deriving NNLO cross sections for comparison.
 # [fnlo-tk-yodaout] Normalizing cross sections. 
 # [fnlo-tk-yodaout] Using scale definition kScale1.
 # [fnlo-tk-yodaout] No request given for central scale factor, using unmodified central scale.
 # [fnlo-tk-yodaout] Do not apply nonperturbative corrections.
 # [fnlo-tk-yodaout] No request given for x-axis rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] No request given for uncertainty rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
 ##################################################################################
 # fastNLOReader: Evaluating uncertainties
 ##################################################################################
 #=================================================================================
 # Relative scale uncertainties (6P NNPDF31_nnlo_as_0118 NNLO)
 #---------------------------------------------------------------------------------
 # bin      cross_section           lower_uncertainty       upper_uncertainty
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    1       7.72292076244E-02      -1.08765550301E-02       2.33450309284E-03
    2       6.46503213002E-02      -1.31148151929E-02       6.36240524441E-03
    3       6.11284549049E-02      -1.38452495620E-02       8.15585883945E-04
    4       6.18463037660E-02      -9.64571885757E-03       4.35220848772E-04
    5       6.56970699614E-02      -1.42041642195E-02       1.46698101362E-02
    6       6.38342231581E-02      -9.06032125376E-03       1.93741079361E-03
    7       6.65749997117E-02      -9.25098103288E-03       1.36182464962E-02
    8       6.50264853592E-02      -2.18677886567E-02       1.05132615170E-02
    9       6.55316353768E-02      -8.83585771278E-03       7.17705152741E-03
   10       6.81750674661E-02      -3.23075487855E-03       1.48360603329E-02
   11       6.82275899974E-02      -7.32330837947E-03       8.36398500961E-03
   12       6.78379919550E-02      -5.58339297090E-03       1.00942566195E-02
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

 ##################################################################################
 #
 # NNLO_NNPDF31_nnl_6P_norm_kScale1_no.yoda was successfully produced
 #
 ##################################################################################

