 ##################################################################################
 # [fnlo-tk-yodaout] Evaluating table: ./2jet.NNLO.fnl5662j_mjj5_chi_norm_v25.tab.gz
 # [fnlo-tk-yodaout] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-yodaout] Showing statistical uncertainty of x section calculation.
 # [fnlo-tk-yodaout] Deriving NNLO cross sections for comparison.
 # [fnlo-tk-yodaout] Preparing unnormalized cross sections.
 # [fnlo-tk-yodaout] Using scale definition kScale1.
 # [fnlo-tk-yodaout] No request given for central scale factor, using unmodified central scale.
 # [fnlo-tk-yodaout] Do not apply nonperturbative corrections.
 # [fnlo-tk-yodaout] No request given for x-axis rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] No request given for uncertainty rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
 ##################################################################################
 # fastNLOReader: Evaluating uncertainties
 ##################################################################################
 #=================================================================================
 # Relative statistical uncertainties (ST NNPDF31_nnlo_as_0118 NNLO)
 #---------------------------------------------------------------------------------
 # bin      cross_section           lower_uncertainty       upper_uncertainty
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    1       6.57337556426E-05      -4.61828515063E-03       4.61828515063E-03
    2       5.53969272323E-05      -5.64598659251E-03       5.64598659251E-03
    3       5.39605125032E-05      -6.92466241654E-03       6.92466241654E-03
    4       5.50997429187E-05      -8.32322104987E-03       8.32322104987E-03
    5       5.52296032121E-05      -1.10890770782E-02       1.10890770782E-02
    6       5.71602623588E-05      -1.35306810817E-02       1.35306810817E-02
    7       5.65168109112E-05      -1.59849793387E-02       1.59849793387E-02
    8       5.78768983748E-05      -1.79028842427E-02       1.79028842427E-02
    9       5.86627233330E-05      -1.97359689757E-02       1.97359689757E-02
   10       5.89326090409E-05      -1.49980052785E-02       1.49980052785E-02
   11       6.30189243937E-05      -1.50944072221E-02       1.50944072221E-02
   12       6.15395478829E-05      -1.83152389528E-02       1.83152389528E-02
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

 ##################################################################################
 #
 # NNLO_NNPDF31_nnl_ST_no_kScale1_no.yoda was successfully produced
 #
 ##################################################################################

