 ##################################################################################
 # [fnlo-tk-yodaout] Evaluating table: ./2jet.NNLO.fnl5662j_mjj4_chi_norm_v25.tab.gz
 # [fnlo-tk-yodaout] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-yodaout] Showing uncertainty from asymmetric 6-point scale factor variation.
 # [fnlo-tk-yodaout] Deriving NNLO cross sections for comparison.
 # [fnlo-tk-yodaout] Normalizing cross sections. 
 # [fnlo-tk-yodaout] Using scale definition kScale2.
 # [fnlo-tk-yodaout] No request given for central scale factor, using unmodified central scale.
 # [fnlo-tk-yodaout] Do not apply nonperturbative corrections.
 # [fnlo-tk-yodaout] No request given for x-axis rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] No request given for uncertainty rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
 ##################################################################################
 # fastNLOReader: Evaluating uncertainties
 ##################################################################################
 #=================================================================================
 # Relative scale uncertainties (6P NNPDF31_nnlo_as_0118 NNLO)
 #---------------------------------------------------------------------------------
 # bin      cross_section           lower_uncertainty       upper_uncertainty
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    1       7.33610759837E-02      -2.20591985130E-03       4.74192079866E-03
    2       6.26072057579E-02      -5.71902850133E-05       3.94662547515E-03
    3       6.14791727827E-02      -3.44911463770E-04       1.76475352578E-03
    4       6.21976952375E-02      -1.86464643536E-03       2.51927424420E-03
    5       6.27866857503E-02      -3.40594813131E-03       3.35001085599E-03
    6       6.48482769522E-02      -2.01628630672E-03       4.43673732810E-03
    7       6.56931523076E-02      -1.01878144621E-03       1.60641615714E-03
    8       6.53430432698E-02      -3.03136436375E-03       2.02259164041E-03
    9       6.66255996541E-02      -3.59876324890E-03       1.23179294887E-03
   10       6.84311144784E-02      -5.07306771404E-03       7.67291939216E-03
   11       6.90120643060E-02      -7.81899564386E-03       1.91563059505E-03
   12       7.00858673676E-02      -3.11642750670E-03       1.92309527606E-03
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

 ##################################################################################
 #
 # NNLO_NNPDF31_nnl_6P_norm_kScale2_no.yoda was successfully produced
 #
 ##################################################################################

