 ##################################################################################
 # [fnlo-tk-yodaout] Evaluating table: ./2jet.NNLO.fnl5662j_mjj0_chi_norm_v25.tab.gz
 # [fnlo-tk-yodaout] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-yodaout] Showing uncertainty from asymmetric 6-point scale factor variation.
 # [fnlo-tk-yodaout] Deriving NNLO cross sections for comparison.
 # [fnlo-tk-yodaout] Normalizing cross sections. 
 # [fnlo-tk-yodaout] Using scale definition kScale1.
 # [fnlo-tk-yodaout] No request given for central scale factor, using unmodified central scale.
 # [fnlo-tk-yodaout] Do not apply nonperturbative corrections.
 # [fnlo-tk-yodaout] No request given for x-axis rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] No request given for uncertainty rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
 ##################################################################################
 # fastNLOReader: Evaluating uncertainties
 ##################################################################################
 #=================================================================================
 # Relative scale uncertainties (6P NNPDF31_nnlo_as_0118 NNLO)
 #---------------------------------------------------------------------------------
 # bin      cross_section           lower_uncertainty       upper_uncertainty
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    1       7.57928519861E-02      -1.56950287176E-02       1.65295418392E-03
    2       6.35465406297E-02      -7.42350516340E-03       2.35429355967E-04
    3       6.20604064745E-02      -5.39004385800E-03       1.86284399403E-04
    4       6.24918489097E-02      -6.33728805923E-03       3.95290967561E-04
    5       6.23915029165E-02      -2.05867828270E-02       5.99622440829E-03
    6       6.34816221367E-02      -5.00848951792E-03       1.25479856977E-03
    7       6.52528361699E-02      -3.05853355906E-03       1.20186592444E-03
    8       6.34373099446E-02      -7.17159538413E-03       7.44426758687E-03
    9       6.61149825017E-02      -1.29455332852E-03       4.45037687394E-03
   10       6.80727047227E-02      -3.21085177172E-03       2.95536200103E-03
   11       6.72084450378E-02      -1.04427221454E-02       1.27466597321E-02
   12       7.24338994049E-02      -1.32833498396E-02       4.08087050450E-02
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

 ##################################################################################
 #
 # NNLO_NNPDF31_nnl_6P_norm_kScale1_no.yoda was successfully produced
 #
 ##################################################################################

