 ##################################################################################
 # [fnlo-tk-yodaout] Evaluating table: ./2jet.NNLO.fnl5662j_mjj1_chi_norm_v25.tab.gz
 # [fnlo-tk-yodaout] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-yodaout] Showing statistical uncertainty of x section calculation.
 # [fnlo-tk-yodaout] Deriving NNLO cross sections for comparison.
 # [fnlo-tk-yodaout] Preparing unnormalized cross sections.
 # [fnlo-tk-yodaout] Using scale definition kScale2.
 # [fnlo-tk-yodaout] No request given for central scale factor, using unmodified central scale.
 # [fnlo-tk-yodaout] Do not apply nonperturbative corrections.
 # [fnlo-tk-yodaout] No request given for x-axis rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] No request given for uncertainty rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
 ##################################################################################
 # fastNLOReader: Evaluating uncertainties
 ##################################################################################
 #=================================================================================
 # Relative statistical uncertainties (ST NNPDF31_nnlo_as_0118 NNLO)
 #---------------------------------------------------------------------------------
 # bin      cross_section           lower_uncertainty       upper_uncertainty
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    1       3.08233571845E-02      -2.30157751912E-03       2.30157751912E-03
    2       2.57886618806E-02      -2.35049861520E-03       2.35049861520E-03
    3       2.47845231240E-02      -4.29797982727E-03       4.29797982727E-03
    4       2.51173289434E-02      -4.62896950688E-03       4.62896950688E-03
    5       2.62605741462E-02      -4.55567821690E-03       4.55567821690E-03
    6       2.60958172576E-02      -6.94904656935E-03       6.94904656935E-03
    7       2.68352532499E-02      -9.35907084202E-03       9.35907084202E-03
    8       2.69591662493E-02      -1.14088119776E-02       1.14088119776E-02
    9       2.70915495816E-02      -1.66432312317E-02       1.66432312317E-02
   10       2.77989386443E-02      -1.11973137608E-02       1.11973137608E-02
   11       2.83317541172E-02      -1.39331809941E-02       1.39331809941E-02
   12       2.83363714348E-02      -2.36850453805E-02       2.36850453805E-02
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

 ##################################################################################
 #
 # NNLO_NNPDF31_nnl_ST_no_kScale2_no.yoda was successfully produced
 #
 ##################################################################################

