 ##################################################################################
 # [fnlo-tk-cppread] Evaluating table: ./2jet.NNLO.fnl5662j_mjj4_chi_norm_v25.tab.gz
 # [fnlo-tk-cppread] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-cppread] If possible, will try to do all PDF members.
 # [fnlo-tk-cppread] Using alpha_s evolution code: LHAPDF
 # [fnlo-tk-cppread] Preparing unnormalized cross sections,
 # [fnlo-tk-cppread] Using scale definition kScale1
 # [fnlo-tk-cppread] No request for central scale factor, using default of unity.
 # [fnlo-tk-cppread] No request for no. of flavours, using default of LHAPDF or Nf = 5.
 # [fnlo-tk-cppread] No request for no. of loops, using default of LHAPDF or NLoop = 2.
 # [fnlo-tk-cppread] No request for value of alpha_s(M_Z), using default of LHAPDF or asMz = 0.118.
 # [fnlo-tk-cppread] No request for value of M_Z, using default of LHAPDF or Mz = 91.1876.
 # [fnlo-tk-cppread] No request for Ecms, using default as defined in grid.
 # [fnlo-tk-cppread] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600

 ##################################################################################################################################################################
 # [fnlo-tk-cppread] Calculate my cross sections
 ##################################################################################################################################################################
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 0
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      1582.          2.87631202134E-04  2.94625093167E-04  2.72342920351E-04    1.02432   0.92437
     2  600.0         2   2.000       3.000      1462.          2.51654204957E-04  2.49286675685E-04  2.33205262505E-04    0.99059   0.93549
     3  600.0         3   3.000       4.000      1345.          2.56867508183E-04  2.46515780846E-04  2.27264594131E-04    0.95970   0.92191
     4  600.0         4   4.000       5.000      1249.          2.67110307551E-04  2.49019903344E-04  2.27940972043E-04    0.93227   0.91535
     5  600.0         5   5.000       6.000      1168.          2.77651192412E-04  2.53376345225E-04  2.28467909551E-04    0.91257   0.90169
     6  600.0         6   6.000       7.000      1101.          2.87640909781E-04  2.57667977845E-04  2.38359877928E-04    0.89580   0.92507
     7  600.0         7   7.000       8.000      1043.          2.96929110533E-04  2.61423012671E-04  2.39248889015E-04    0.88042   0.91518
     8  600.0         8   8.000       9.000      993.9          3.05339550053E-04  2.64032776849E-04  2.35117441764E-04    0.86472   0.89049
     9  600.0         9   9.000       10.00      951.1          3.13230301780E-04  2.66679583644E-04  2.37999750738E-04    0.85139   0.89246
    10  1200.        10   10.00       12.00      895.8          3.23885596616E-04  2.71020893476E-04  2.50522556540E-04    0.83678   0.92437
    11  1200.        11   12.00       14.00      835.1          3.36686907559E-04  2.76263957278E-04  2.39790465155E-04    0.82054   0.86798
    12  1200.        12   14.00       16.00      785.1          3.48193032055E-04  2.79172525111E-04  2.49370480538E-04    0.80178   0.89325
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 1
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      1582.          2.93722398451E-04  3.00916441751E-04  2.78062376764E-04    1.02449   0.92405
     2  600.0         2   2.000       3.000      1461.          2.57149159051E-04  2.54747496481E-04  2.38268182260E-04    0.99066   0.93531
     3  600.0         3   3.000       4.000      1345.          2.62620273654E-04  2.52027863045E-04  2.32288577312E-04    0.95967   0.92168
     4  600.0         4   4.000       5.000      1248.          2.73195565356E-04  2.54672506158E-04  2.33115344596E-04    0.93220   0.91535
     5  600.0         5   5.000       6.000      1168.          2.84065393631E-04  2.59190134483E-04  2.33558229276E-04    0.91243   0.90111
     6  600.0         6   6.000       7.000      1101.          2.94352190708E-04  2.63639987166E-04  2.43879570483E-04    0.89566   0.92505
     7  600.0         7   7.000       8.000      1043.          3.03905264769E-04  2.67517657722E-04  2.44854665549E-04    0.88027   0.91528
     8  600.0         8   8.000       9.000      993.8          3.12568899376E-04  2.70227725520E-04  2.40382394617E-04    0.86454   0.88955
     9  600.0         9   9.000       10.00      951.1          3.20697691501E-04  2.72962973729E-04  2.43379207023E-04    0.85115   0.89162
    10  1200.        10   10.00       12.00      895.8          3.31661299181E-04  2.77443798643E-04  2.56130608915E-04    0.83653   0.92318
    11  1200.        11   12.00       14.00      835.1          3.44826440048E-04  2.82861382057E-04  2.45507049506E-04    0.82030   0.86794
    12  1200.        12   14.00       16.00      785.0          3.56667156489E-04  2.85886890749E-04  2.55368801415E-04    0.80155   0.89325
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 2
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      1582.          2.85966856775E-04  2.92837160229E-04  2.70688305757E-04    1.02402   0.92436
     2  600.0         2   2.000       3.000      1462.          2.50255761205E-04  2.47823315945E-04  2.31846573639E-04    0.99028   0.93553
     3  600.0         3   3.000       4.000      1345.          2.55477650211E-04  2.45092766474E-04  2.25899583799E-04    0.95935   0.92169
