 ##################################################################################
 # [fnlo-tk-cppread] Evaluating table: ./2jet.NNLO.fnl5662j_mjj2_chi_norm_v25.tab.gz
 # [fnlo-tk-cppread] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-cppread] If possible, will try to do 7 scale factor variations.
 # [fnlo-tk-cppread] Using alpha_s evolution code: LHAPDF
 # [fnlo-tk-cppread] Preparing unnormalized cross sections,
 # [fnlo-tk-cppread] Using scale definition kScale1
 # [fnlo-tk-cppread] No request for central scale factor, using default of unity.
 # [fnlo-tk-cppread] No request for no. of flavours, using default of LHAPDF or Nf = 5.
 # [fnlo-tk-cppread] No request for no. of loops, using default of LHAPDF or NLoop = 2.
 # [fnlo-tk-cppread] No request for value of alpha_s(M_Z), using default of LHAPDF or asMz = 0.118.
 # [fnlo-tk-cppread] No request for value of M_Z, using default of LHAPDF or Mz = 91.1876.
 # [fnlo-tk-cppread] No request for Ecms, using default as defined in grid.
 # [fnlo-tk-cppread] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600

 ##################################################################################################################################################################
 # [fnlo-tk-cppread] Calculate my cross sections
 ##################################################################################################################################################################
 #=================================================================================================================================================================
 # My Cross Sections
 # The scale factors xmur, xmuf chosen here are:      1.000,      1.000
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  500.0         1   1.000       2.000      1025.          7.35226691942E-03  7.18997691351E-03  6.60653282325E-03    0.97793   0.91885
     2  500.0         2   2.000       3.000      946.8          6.28440434750E-03  6.00580782248E-03  5.49419584107E-03    0.95567   0.91481
     3  500.0         3   3.000       4.000      871.5          6.31835805507E-03  5.89792146652E-03  5.44675561558E-03    0.93346   0.92350
     4  500.0         4   4.000       5.000      808.6          6.50974672685E-03  5.95736115794E-03  5.31674907236E-03    0.91514   0.89247
     5  500.0         5   5.000       6.000      756.5          6.72624950783E-03  6.03759698643E-03  5.44875862939E-03    0.89762   0.90247
     6  500.0         6   6.000       7.000      712.9          6.93694840288E-03  6.11299477651E-03  5.80821533055E-03    0.88122   0.95014
     7  500.0         7   7.000       8.000      675.7          7.13312971798E-03  6.22294173269E-03  5.72102731069E-03    0.87240   0.91934
     8  500.0         8   8.000       9.000      643.8          7.31610553840E-03  6.27414260914E-03  5.77705945867E-03    0.85758   0.92077
     9  500.0         9   9.000       10.00      616.0          7.48695096991E-03  6.34979424327E-03  5.69953817825E-03    0.84811   0.89759
    10  1000.        10   10.00       12.00      580.4          7.72456244122E-03  6.44714544208E-03  5.93796432344E-03    0.83463   0.92102
    11  1000.        11   12.00       14.00      540.9          8.00339903827E-03  6.55196043980E-03  5.89305832469E-03    0.81865   0.89943
    12  1000.        12   14.00       16.00      508.7          8.25940535111E-03  6.65402664409E-03  6.05447145880E-03    0.80563   0.90990
 #=================================================================================================================================================================
 # My Cross Sections
 # The scale factors xmur, xmuf chosen here are:      0.500,      0.500
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  500.0         1   1.000       2.000      513.6          9.67036329496E-03  6.72921861604E-03  6.40539465129E-03    0.69586   0.95188
     2  500.0         2   2.000       3.000      474.5          8.27630093489E-03  5.55515508394E-03  5.31976463774E-03    0.67121   0.95763
     3  500.0         3   3.000       4.000      436.9          8.33681302315E-03  5.38453431466E-03  5.29820388291E-03    0.64587   0.98397
     4  500.0         4   4.000       5.000      405.4          8.60648359918E-03  5.37370630558E-03  5.10760512103E-03    0.62438   0.95048
     5  500.0         5   5.000       6.000      379.4          8.90966535985E-03  5.37831106008E-03  5.28877446531E-03    0.60365   0.98335
     6  500.0         6   6.000       7.000      357.6          9.20519364321E-03  5.37943512964E-03  5.78557457579E-03    0.58439   1.07550
     7  500.0         7   7.000       8.000      339.0          9.48132954766E-03  5.43381803271E-03  5.64905487648E-03    0.57311   1.03961
     8  500.0         8   8.000       9.000      323.1          9.73968640043E-03  5.40955091209E-03  5.61741629432E-03    0.55541   1.03843
     9  500.0         9   9.000       10.00      309.2          9.98167032996E-03  5.42663894870E-03  5.49108057245E-03    0.54366   1.01188
    10  1000.        10   10.00       12.00      291.5          1.03191137482E-02  5.44173540745E-03  5.83030769564E-03    0.52735   1.07141
    11  1000.        11   12.00       14.00      271.8          1.07174587071E-02  5.43504235385E-03  5.76646214153E-03    0.50712   1.06098
    12  1000.        12   14.00       16.00      255.7          1.10843881616E-02  5.44069636724E-03  5.98506189490E-03    0.49084   1.10005
 #=================================================================================================================================================================
 # My Cross Sections
 # The scale factors xmur, xmuf chosen here are:      2.000,      2.000
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  500.0         1   1.000       2.000      2048.          5.70330649657E-03  6.96307680645E-03  6.77387769614E-03    1.22088   0.97283
     2  500.0         2   2.000       3.000      1891.          4.87001894615E-03  5.84618768259E-03  5.64697721505E-03    1.20044   0.96592
