 ##################################################################################
 # [fnlo-tk-cppread] Evaluating table: ./2jet.NNLO.fnl5662j_mjj4_chi_norm_v25.tab.gz
 # [fnlo-tk-cppread] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-cppread] If possible, will try to do 7 scale factor variations.
 # [fnlo-tk-cppread] Using alpha_s evolution code: LHAPDF
 # [fnlo-tk-cppread] Preparing unnormalized cross sections,
 # [fnlo-tk-cppread] Using scale definition kScale2
 # [fnlo-tk-cppread] No request for central scale factor, using default of unity.
 # [fnlo-tk-cppread] No request for no. of flavours, using default of LHAPDF or Nf = 5.
 # [fnlo-tk-cppread] No request for no. of loops, using default of LHAPDF or NLoop = 2.
 # [fnlo-tk-cppread] No request for value of alpha_s(M_Z), using default of LHAPDF or asMz = 0.118.
 # [fnlo-tk-cppread] No request for value of M_Z, using default of LHAPDF or Mz = 91.1876.
 # [fnlo-tk-cppread] Using newEcms = 13600
 # [fnlo-tk-cppread] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.5 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.5 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
 # WARNING! [fastNLOReader::SetNewSqrtS] Be careful! New center-of-mass energy is higher than that of the file. Some phase space is missing!

 ##################################################################################################################################################################
 # [fnlo-tk-cppread] Calculate my cross sections
 ##################################################################################################################################################################
 #=================================================================================================================================================================
 # My Cross Sections
 # The scale factors xmur, xmuf chosen here are:      1.000,      1.000
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < m12_[GeV]  >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      3229.          2.71196016854E-04  3.46105500232E-04  3.42351903873E-04    1.27622   0.98915
     2  600.0         2   2.000       3.000      3229.          2.29584914089E-04  2.92247027366E-04  2.92111049198E-04    1.27294   0.99953
     3  600.0         3   3.000       4.000      3229.          2.26494424320E-04  2.88560463690E-04  2.86628071583E-04    1.27403   0.99330
     4  600.0         4   4.000       5.000      3230.          2.28422984340E-04  2.91457041782E-04  2.89884805810E-04    1.27595   0.99461
     5  600.0         5   5.000       6.000      3229.          2.31068108830E-04  2.96265849697E-04  2.92459448034E-04    1.28216   0.98715
     6  600.0         6   6.000       7.000      3230.          2.33597940409E-04  3.00987264264E-04  3.02329445359E-04    1.28848   1.00446
     7  600.0         7   7.000       8.000      3229.          2.35865144173E-04  3.05259079568E-04  3.06356525804E-04    1.29421   1.00360
     8  600.0         8   8.000       9.000      3229.          2.37709343619E-04  3.08629304549E-04  3.03940841284E-04    1.29835   0.98481
     9  600.0         9   9.000       10.00      3230.          2.39388625683E-04  3.11867892865E-04  3.10759362190E-04    1.30277   0.99645
    10  1200.        10   10.00       12.00      3229.          2.41402966974E-04  3.16673059458E-04  3.18920104599E-04    1.31180   1.00710
    11  1200.        11   12.00       14.00      3230.          2.43570334666E-04  3.22502077031E-04  3.21692083277E-04    1.32406   0.99749
    12  1200.        12   14.00       16.00      3230.          2.45335815411E-04  3.26311377424E-04  3.26369659301E-04    1.33006   1.00018
 #=================================================================================================================================================================
 # My Cross Sections
 # The scale factors xmur, xmuf chosen here are:      0.500,      0.500
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < m12_[GeV]  >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      1615.          3.52871328366E-04  3.62704312925E-04  3.34926968650E-04    1.02787   0.92342
     2  600.0         2   2.000       3.000      1615.          2.98339558516E-04  3.06288326034E-04  2.87591432819E-04    1.02664   0.93896
     3  600.0         3   3.000       4.000      1615.          2.94089784295E-04  3.02695556811E-04  2.81469075919E-04    1.02926   0.92988
     4  600.0         4   4.000       5.000      1615.          2.96457919346E-04  3.06009146607E-04  2.83787871269E-04    1.03222   0.92738
     5  600.0         5   5.000       6.000      1615.          2.99805100544E-04  3.11634540973E-04  2.85843578360E-04    1.03946   0.91724
     6  600.0         6   6.000       7.000      1615.          3.03028502212E-04  3.17206232928E-04  2.97884297323E-04    1.04679   0.93909
     7  600.0         7   7.000       8.000      1615.          3.05926712559E-04  3.22218312414E-04  3.01086122935E-04    1.05325   0.93442
     8  600.0         8   8.000       9.000      1615.          3.08287498146E-04  3.26073299834E-04  2.96995186591E-04    1.05769   0.91082
     9  600.0         9   9.000       10.00      1615.          3.10442734417E-04  3.29945678274E-04  3.03867219171E-04    1.06282   0.92096
    10  1200.        10   10.00       12.00      1615.          3.13027278764E-04  3.35824649485E-04  3.15345781707E-04    1.07283   0.93902
    11  1200.        11   12.00       14.00      1615.          3.15807570604E-04  3.42951864044E-04  3.13163879441E-04    1.08595   0.91314
    12  1200.        12   14.00       16.00      1615.          3.18077351738E-04  3.47647246998E-04  3.20695354097E-04    1.09296   0.92247
 #=================================================================================================================================================================
 # My Cross Sections
 # The scale factors xmur, xmuf chosen here are:      2.000,      2.000
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < m12_[GeV]  >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      6457.          2.12116457350E-04  3.16719023240E-04  3.40695905135E-04    1.49314   1.07570
     2  600.0         2   2.000       3.000      6458.          1.79785354065E-04  2.67548742922E-04  2.89452268602E-04    1.48816   1.08187
     3  600.0         3   3.000       4.000      6458.          1.77494500378E-04  2.64109518430E-04  2.84294416916E-04    1.48799   1.07643
     4  600.0         4   4.000       5.000      6459.          1.79081172645E-04  2.66662093217E-04  2.87757733115E-04    1.48906   1.07911
     5  600.0         5   5.000       6.000      6459.          1.81202592370E-04  2.70786969707E-04  2.90573233286E-04    1.49439   1.07307
     6  600.0         6   6.000       7.000      6459.          1.83219198617E-04  2.74802996767E-04  2.98718611554E-04    1.49986   1.08703
     7  600.0         7   7.000       8.000      6458.          1.85021305345E-04  2.78450071353E-04  3.02951790288E-04    1.50496   1.08799
     8  600.0         8   8.000       9.000      6459.          1.86485274181E-04  2.81378238671E-04  3.01680711606E-04    1.50885   1.07215
     9  600.0         9   9.000       10.00      6460.          1.87815242068E-04  2.84102083426E-04  3.07977967271E-04    1.51267   1.08404
    10  1200.        10   10.00       12.00      6459.          1.89411005237E-04  2.88068593840E-04  3.14095245974E-04    1.52087   1.09035
    11  1200.        11   12.00       14.00      6459.          1.91128225762E-04  2.92879648086E-04  3.19039783722E-04    1.53237   1.08932
    12  1200.        12   14.00       16.00      6459.          1.92524132372E-04  2.96005941327E-04  3.22135730123E-04    1.53750   1.08827
 #=================================================================================================================================================================
 # My Cross Sections
 # The scale factors xmur, xmuf chosen here are:      0.500,      1.000
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < m12_[GeV]  >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      1615.          3.11695254040E-04  3.60490909329E-04  3.38427325720E-04    1.15655   0.93880
     2  600.0         2   2.000       3.000      1615.          2.63869574163E-04  3.04261995153E-04  2.89759638228E-04    1.15308   0.95234
     3  600.0         3   3.000       4.000      1615.          2.60317201614E-04  3.00474796012E-04  2.83957646320E-04    1.15426   0.94503
     4  600.0         4   4.000       5.000      1615.          2.62533565187E-04  3.03563875270E-04  2.86656803534E-04    1.15629   0.94430
     5  600.0         5   5.000       6.000      1615.          2.65573550993E-04  3.08850192245E-04  2.88838414785E-04    1.16296   0.93521
     6  600.0         6   6.000       7.000      1615.          2.68481098104E-04  3.14072952279E-04  3.00121830777E-04    1.16981   0.95558
     7  600.0         7   7.000       8.000      1615.          2.71086837129E-04  3.18783221976E-04  3.03731819197E-04    1.17595   0.95278
     8  600.0         8   8.000       9.000      1615.          2.73206294181E-04  3.22455400459E-04  3.00563746056E-04    1.18026   0.93211
     9  600.0         9   9.000       10.00      1615.          2.75136318303E-04  3.26049513561E-04  3.07506053147E-04    1.18505   0.94313
    10  1200.        10   10.00       12.00      1615.          2.77451346788E-04  3.31494233985E-04  3.17469327975E-04    1.19478   0.95769
    11  1200.        11   12.00       14.00      1615.          2.79942385729E-04  3.38108996239E-04  3.17250578544E-04    1.20778   0.93831
    12  1200.        12   14.00       16.00      1615.          2.81971371157E-04  3.42458415168E-04  3.23920779837E-04    1.21451   0.94587
 #=================================================================================================================================================================
 # My Cross Sections
 # The scale factors xmur, xmuf chosen here are:      1.000,      0.500
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < m12_[GeV]  >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      3229.          3.07022510262E-04  3.54974103445E-04  3.40539607734E-04    1.15618   0.95934
     2  600.0         2   2.000       3.000      3229.          2.59576634605E-04  2.99810713641E-04  2.91300190271E-04    1.15500   0.97161
     3  600.0         3   3.000       4.000      3230.          2.55879390844E-04  2.96161601016E-04  2.85639834502E-04    1.15743   0.96447
     4  600.0         4   4.000       5.000      3230.          2.57940026721E-04  2.99267494055E-04  2.88762955132E-04    1.16022   0.96490
     5  600.0         5   5.000       6.000      3230.          2.60852453828E-04  3.04404100557E-04  2.91272165467E-04    1.16696   0.95686
     6  600.0         6   6.000       7.000      3230.          2.63657112149E-04  3.09460947742E-04  3.01855023139E-04    1.17373   0.97542
     7  600.0         7   7.000       8.000      3229.          2.66178794464E-04  3.14027436743E-04  3.05673648865E-04    1.17976   0.97340
     8  600.0         8   8.000       9.000      3230.          2.68232985629E-04  3.17590720398E-04  3.02473662368E-04    1.18401   0.95240
     9  600.0         9   9.000       10.00      3230.          2.70108224509E-04  3.21092304422E-04  3.09426658914E-04    1.18875   0.96367
    10  1200.        10   10.00       12.00      3230.          2.72357079733E-04  3.26295039327E-04  3.18734362755E-04    1.19804   0.97683
    11  1200.        11   12.00       14.00      3230.          2.74776120544E-04  3.32594698656E-04  3.20357439715E-04    1.21042   0.96321
    12  1200.        12   14.00       16.00      3230.          2.76751127282E-04  3.36716396731E-04  3.25585091782E-04    1.21668   0.96694
 #=================================================================================================================================================================
 # My Cross Sections
 # The scale factors xmur, xmuf chosen here are:      1.000,      2.000
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < m12_[GeV]  >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      3229.          2.41528738140E-04  3.37179537768E-04  3.43855912794E-04    1.39602   1.01980
     2  600.0         2   2.000       3.000      3229.          2.04714196158E-04  2.84706447351E-04  2.92777007268E-04    1.39075   1.02835
     3  600.0         3   3.000       4.000      3229.          2.02105445329E-04  2.81044538996E-04  2.87424770215E-04    1.39058   1.02270
     4  600.0         4   4.000       5.000      3230.          2.03911992143E-04  2.83781677508E-04  2.90773969811E-04    1.39169   1.02464
     5  600.0         5   5.000       6.000      3229.          2.06327468994E-04  2.88320443697E-04  2.93384619701E-04    1.39739   1.01756
     6  600.0         6   6.000       7.000      3229.          2.08623645913E-04  2.92762044735E-04  3.02654049512E-04    1.40330   1.03379
     7  600.0         7   7.000       8.000      3229.          2.10675608325E-04  2.96786730004E-04  3.06847565826E-04    1.40874   1.03390
     8  600.0         8   8.000       9.000      3229.          2.12342473115E-04  2.99992551693E-04  3.05061529845E-04    1.41278   1.01690
     9  600.0         9   9.000       10.00      3230.          2.13856832360E-04  3.03012109200E-04  3.11749216364E-04    1.41689   1.02883
    10  1200.        10   10.00       12.00      3229.          2.15673780173E-04  3.07483235702E-04  3.18975917402E-04    1.42569   1.03738
    11  1200.        11   12.00       14.00      3230.          2.17629116339E-04  3.12914670577E-04  3.22648226082E-04    1.43783   1.03111
    12  1200.        12   14.00       16.00      3230.          2.19218481916E-04  3.16460700387E-04  3.26865208648E-04    1.44359   1.03288
 #=================================================================================================================================================================
 # My Cross Sections
 # The scale factors xmur, xmuf chosen here are:      2.000,      1.000
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < m12_[GeV]  >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      6458.          2.38171313728E-04  3.28881844792E-04  3.41607267697E-04    1.38086   1.03869
     2  600.0         2   2.000       3.000      6458.          2.01627741618E-04  2.77791771654E-04  2.90738738698E-04    1.37775   1.04661
     3  600.0         3   3.000       4.000      6459.          1.98913834191E-04  2.74253683098E-04  2.85485077577E-04    1.37876   1.04095
     4  600.0         4   4.000       5.000      6459.          2.00607677164E-04  2.76958006218E-04  2.88973512931E-04    1.38060   1.04338
     5  600.0         5   5.000       6.000      6459.          2.02930792975E-04  2.81342294590E-04  2.91792296109E-04    1.38640   1.03714
     6  600.0         6   6.000       7.000      6459.          2.05152608181E-04  2.85625178011E-04  3.00494918507E-04    1.39226   1.05206
     7  600.0         7   7.000       8.000      6459.          2.07143750678E-04  2.89510303277E-04  3.04671165511E-04    1.39763   1.05237
     8  600.0         8   8.000       9.000      6459.          2.08763471584E-04  2.92604791987E-04  3.02868861973E-04    1.40161   1.03508
     9  600.0         9   9.000       10.00      6460.          2.10238283176E-04  2.95534633029E-04  3.09392749302E-04    1.40571   1.04689
    10  1200.        10   10.00       12.00      6459.          2.12007412923E-04  2.99807336957E-04  3.16239589587E-04    1.41414   1.05481
    11  1200.        11   12.00       14.00      6460.          2.13910846986E-04  3.04983422940E-04  3.20712146514E-04    1.42575   1.05157
    12  1200.        12   14.00       16.00      6460.          2.15461433468E-04  3.08348374499E-04  3.24106235607E-04    1.43111   1.05110
