 ##################################################################################
 # [fnlo-tk-yodaout] Evaluating table: ./2jet.NNLO.fnl5662j_mjj7_chi_norm_v25.tab.gz
 # [fnlo-tk-yodaout] Using PDF set   : CT14nnlo
 # [fnlo-tk-yodaout] Showing uncertainty from asymmetric 6-point scale factor variation.
 # [fnlo-tk-yodaout] Deriving NNLO cross sections for comparison.
 # [fnlo-tk-yodaout] Normalizing cross sections. 
 # [fnlo-tk-yodaout] Using scale definition kScale2.
 # [fnlo-tk-yodaout] No request given for central scale factor, using unmodified central scale.
 # [fnlo-tk-yodaout] Do not apply nonperturbative corrections.
 # [fnlo-tk-yodaout] No request given for x-axis rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] No request given for uncertainty rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] Using verbosity level: WARNING
 ##################################################################################

 ##################################################################################
 # fastNLOReader: Evaluating uncertainties
 ##################################################################################
 #=================================================================================
 # Relative scale uncertainties (6P CT14nnlo NNLO)
 #---------------------------------------------------------------------------------
 # bin      cross_section           lower_uncertainty       upper_uncertainty
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    1       7.31841335853E-02      -3.54091109747E-03       8.95259308316E-03
    2       6.20116324606E-02      -3.31148153352E-04       2.04970468937E-03
    3       6.18095738692E-02      -1.09215101995E-03       3.36696277994E-03
    4       6.24411082871E-02      -1.09064248644E-03       4.85055400100E-03
    5       6.37061753634E-02      -1.11302978431E-03       1.35731034737E-03
    6       6.58378622667E-02      -3.44740812553E-03       6.13373279913E-03
    7       6.41078679266E-02      -8.54442007702E-03       5.56217512012E-03
    8       6.59778044415E-02      -1.49777697177E-03       3.20299756367E-03
    9       6.65346837683E-02      -7.29286472550E-03       3.18720679436E-03
   10       6.83168098320E-02      -2.07853592316E-03       2.30080909949E-03
   11       6.94452685081E-02      -1.37708749618E-03       1.45107058867E-03
   12       6.94325006754E-02      -8.32083776463E-03       2.69748209990E-03
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

 ##################################################################################
 #
 # Compiled without YODA support ==> No YODA file produced!
 #
 ##################################################################################

