 ##################################################################################
 # [fnlo-tk-cppread] Evaluating table: ./2jet.NNLO.fnl5662j_mjj3_chi_norm_v25.tab.gz
 # [fnlo-tk-cppread] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-cppread] If possible, will try to do all PDF members.
 # [fnlo-tk-cppread] Using alpha_s evolution code: LHAPDF
 # [fnlo-tk-cppread] Preparing unnormalized cross sections,
 # [fnlo-tk-cppread] Using scale definition kScale1
 # [fnlo-tk-cppread] No request for central scale factor, using default of unity.
 # [fnlo-tk-cppread] No request for no. of flavours, using default of LHAPDF or Nf = 5.
 # [fnlo-tk-cppread] No request for no. of loops, using default of LHAPDF or NLoop = 2.
 # [fnlo-tk-cppread] No request for value of alpha_s(M_Z), using default of LHAPDF or asMz = 0.118.
 # [fnlo-tk-cppread] No request for value of M_Z, using default of LHAPDF or Mz = 91.1876.
 # [fnlo-tk-cppread] No request for Ecms, using default as defined in grid.
 # [fnlo-tk-cppread] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600

 ##################################################################################################################################################################
 # [fnlo-tk-cppread] Calculate my cross sections
 ##################################################################################################################################################################
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 0
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      1286.          1.44039516452E-03  1.43857778074E-03  1.32302878425E-03    0.99874   0.91968
     2  600.0         2   2.000       3.000      1188.          1.24445345242E-03  1.20970181637E-03  1.10990434736E-03    0.97207   0.91750
     3  600.0         3   3.000       4.000      1093.          1.26027556366E-03  1.19225683266E-03  1.08064238432E-03    0.94603   0.90638
     4  600.0         4   4.000       5.000      1014.          1.30415708463E-03  1.20404888249E-03  1.10013977396E-03    0.92324   0.91370
     5  600.0         5   5.000       6.000      949.0          1.35120976721E-03  1.22459109721E-03  1.11545695840E-03    0.90629   0.91088
     6  600.0         6   6.000       7.000      894.3          1.39648321834E-03  1.24494378697E-03  1.11369036470E-03    0.89148   0.89457
     7  600.0         7   7.000       8.000      847.7          1.43843845407E-03  1.25980171139E-03  1.12705615563E-03    0.87581   0.89463
     8  600.0         8   8.000       9.000      807.8          1.47768996434E-03  1.27334656884E-03  1.16042402152E-03    0.86171   0.91132
     9  600.0         9   9.000       10.00      772.6          1.51425861842E-03  1.28970793667E-03  1.17250349652E-03    0.85171   0.90912
    10  1200.        10   10.00       12.00      728.1          1.56359578373E-03  1.30911706337E-03  1.16560526822E-03    0.83725   0.89038
    11  1200.        11   12.00       14.00      678.6          1.62246824223E-03  1.33210888160E-03  1.16640143653E-03    0.82104   0.87561
    12  1200.        12   14.00       16.00      638.0          1.67553249436E-03  1.34857446858E-03  1.19414847390E-03    0.80486   0.88549
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 1
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      1286.          1.47624173401E-03  1.47327524519E-03  1.35430580947E-03    0.99799   0.91925
     2  600.0         2   2.000       3.000      1188.          1.27527551193E-03  1.23890292637E-03  1.13639367131E-03    0.97148   0.91726
     3  600.0         3   3.000       4.000      1093.          1.29147215790E-03  1.22112275957E-03  1.10658042622E-03    0.94553   0.90620
     4  600.0         4   4.000       5.000      1014.          1.33647626659E-03  1.23332552602E-03  1.12648166064E-03    0.92282   0.91337
     5  600.0         5   5.000       6.000      948.9          1.38475148876E-03  1.25446847962E-03  1.14256806548E-03    0.90592   0.91080
     6  600.0         6   6.000       7.000      894.3          1.43121207523E-03  1.27541763039E-03  1.14038634645E-03    0.89115   0.89413
     7  600.0         7   7.000       8.000      847.7          1.47426573398E-03  1.29069114368E-03  1.15449258374E-03    0.87548   0.89448
     8  600.0         8   8.000       9.000      807.8          1.51455539520E-03  1.30469025093E-03  1.18883589050E-03    0.86143   0.91120
     9  600.0         9   9.000       10.00      772.6          1.55210050039E-03  1.32153682859E-03  1.20132512423E-03    0.85145   0.90904
    10  1200.        10   10.00       12.00      728.1          1.60273535350E-03  1.34151625785E-03  1.19432339919E-03    0.83702   0.89028
    11  1200.        11   12.00       14.00      678.6          1.66318676120E-03  1.36524061333E-03  1.19536941986E-03    0.82086   0.87557
    12  1200.        12   14.00       16.00      638.0          1.71769132463E-03  1.38214811614E-03  1.22387679642E-03    0.80465   0.88549
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 2
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      1286.          1.43308536903E-03  1.43129127460E-03  1.31650182859E-03    0.99875   0.91980
     2  600.0         2   2.000       3.000      1188.          1.23838520923E-03  1.20373762492E-03  1.10450147399E-03    0.97202   0.91756
     3  600.0         3   3.000       4.000      1093.          1.25426334235E-03  1.18646629068E-03  1.07550532518E-03    0.94595   0.90648
