 ##################################################################################
 # [fnlo-tk-cppread] Evaluating table: ./2jet.NNLO.fnl5662j_mjj1_chi_norm_v25.tab.gz
 # [fnlo-tk-cppread] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-cppread] If possible, will try to do all PDF members.
 # [fnlo-tk-cppread] Using alpha_s evolution code: LHAPDF
 # [fnlo-tk-cppread] Preparing unnormalized cross sections,
 # [fnlo-tk-cppread] Using scale definition kScale1
 # [fnlo-tk-cppread] No request for central scale factor, using default of unity.
 # [fnlo-tk-cppread] No request for no. of flavours, using default of LHAPDF or Nf = 5.
 # [fnlo-tk-cppread] No request for no. of loops, using default of LHAPDF or NLoop = 2.
 # [fnlo-tk-cppread] No request for value of alpha_s(M_Z), using default of LHAPDF or asMz = 0.118.
 # [fnlo-tk-cppread] No request for value of M_Z, using default of LHAPDF or Mz = 91.1876.
 # [fnlo-tk-cppread] No request for Ecms, using default as defined in grid.
 # [fnlo-tk-cppread] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600

 ##################################################################################################################################################################
 # [fnlo-tk-cppread] Calculate my cross sections
 ##################################################################################################################################################################
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 0
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  400.0         1   1.000       2.000      812.8          3.43444476707E-02  3.29144267237E-02  2.98816787532E-02    0.95836   0.90786
     2  400.0         2   2.000       3.000      750.7          2.91009128581E-02  2.73504844578E-02  2.50146310161E-02    0.93985   0.91460
     3  400.0         3   3.000       4.000      690.9          2.90964197369E-02  2.68090215049E-02  2.36519434595E-02    0.92139   0.88224
     4  400.0         4   4.000       5.000      641.0          2.98672909943E-02  2.69897715716E-02  2.39296949698E-02    0.90366   0.88662
     5  400.0         5   5.000       6.000      599.8          3.07803933149E-02  2.73578529057E-02  2.54196410918E-02    0.88881   0.92915
     6  400.0         6   6.000       7.000      565.1          3.16829148597E-02  2.78437510646E-02  2.46988646983E-02    0.87883   0.88705
     7  400.0         7   7.000       8.000      535.8          3.25434388902E-02  2.80684839191E-02  2.57593314185E-02    0.86249   0.91773
     8  400.0         8   8.000       9.000      510.4          3.33515384818E-02  2.85099222754E-02  2.51601771626E-02    0.85483   0.88251
     9  400.0         9   9.000       10.00      488.4          3.40947647475E-02  2.86778215283E-02  2.53556308130E-02    0.84112   0.88415
    10  800.0        10   10.00       12.00      460.1          3.51272485706E-02  2.92552008656E-02  2.63784328193E-02    0.83283   0.90167
    11  800.0        11   12.00       14.00      428.6          3.63429736776E-02  2.98790161322E-02  2.63987549416E-02    0.82214   0.88352
    12  800.0        12   14.00       16.00      403.2          3.74853792841E-02  3.00914583218E-02  2.62480108915E-02    0.80275   0.87227
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 1
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  400.0         1   1.000       2.000      812.8          3.51357884761E-02  3.36355472778E-02  3.05244875534E-02    0.95730   0.90751
     2  400.0         2   2.000       3.000      750.7          2.97580059768E-02  2.79421901529E-02  2.55480824449E-02    0.93898   0.91432
     3  400.0         3   3.000       4.000      691.0          2.97450350596E-02  2.73851788235E-02  2.41553835280E-02    0.92066   0.88206
     4  400.0         4   4.000       5.000      641.1          3.05273018589E-02  2.75676151179E-02  2.44377077322E-02    0.90305   0.88646
     5  400.0         5   5.000       6.000      599.8          3.14575892493E-02  2.79427841520E-02  2.59541733786E-02    0.88827   0.92883
     6  400.0         6   6.000       7.000      565.1          3.23771788456E-02  2.84388392706E-02  2.52296523189E-02    0.87836   0.88715
     7  400.0         7   7.000       8.000      535.8          3.32543701002E-02  2.86674732751E-02  2.63012186729E-02    0.86207   0.91746
     8  400.0         8   8.000       9.000      510.4          3.40784305475E-02  2.91183315560E-02  2.56972768187E-02    0.85445   0.88251
     9  400.0         9   9.000       10.00      488.4          3.48365396211E-02  2.92891057036E-02  2.59114125325E-02    0.84076   0.88468
    10  800.0        10   10.00       12.00      460.2          3.58898266650E-02  2.98789707133E-02  2.69229239954E-02    0.83252   0.90107
    11  800.0        11   12.00       14.00      428.7          3.71310564203E-02  3.05175512409E-02  2.69670697179E-02    0.82189   0.88366
    12  800.0        12   14.00       16.00      403.2          3.82971072144E-02  3.07343783891E-02  2.68108214251E-02    0.80252   0.87234
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 2
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  400.0         1   1.000       2.000      812.8          3.40914869516E-02  3.26894402138E-02  2.96860427281E-02    0.95887   0.90812
     2  400.0         2   2.000       3.000      750.7          2.88925620029E-02  2.71673962803E-02  2.48545006131E-02    0.94029   0.91487
     3  400.0         3   3.000       4.000      690.9          2.88908424348E-02  2.66309073701E-02  2.35005827989E-02    0.92178   0.88246
