 ##################################################################################
 # [fnlo-tk-yodaout] Evaluating table: ./2jet.NNLO.fnl5662j_mjj8_chi_norm_v25.tab.gz
 # [fnlo-tk-yodaout] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-yodaout] Showing statistical uncertainty from rel. x section share.
 # [fnlo-tk-yodaout] Deriving NNLO cross sections for comparison.
 # [fnlo-tk-yodaout] Preparing unnormalized cross sections.
 # [fnlo-tk-yodaout] Using scale definition kScale2.
 # [fnlo-tk-yodaout] No request given for central scale factor, using unmodified central scale.
 # [fnlo-tk-yodaout] Do not apply nonperturbative corrections.
 # [fnlo-tk-yodaout] No request given for x-axis rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] No request given for uncertainty rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] Using newEcms = 13600
 # [fnlo-tk-yodaout] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.5 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.5 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
 # WARNING! [fastNLOReader::SetNewSqrtS] Be careful! New center-of-mass energy is higher than that of the file. Some phase space is missing!
 ##################################################################################
 # fastNLOReader: Evaluating uncertainties
 ##################################################################################
 #=================================================================================
 # Relative statistical uncertainties from rel. shares (SR NNPDF31_nnlo_as_0118 NNLO)
 #---------------------------------------------------------------------------------
 # bin      cross_section           lower_uncertainty       upper_uncertainty
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    1       1.88161058168E-06      -1.06043723654E-02       1.06043723654E-02
    2       1.60491531941E-06      -4.86489627171E-03       4.86489627171E-03
    3       1.60722720510E-06      -5.98358066205E-03       5.98358066205E-03
    4       1.58749463893E-06      -2.43903167835E-03       2.43903167835E-03
    5       1.62396284754E-06      -3.40356885687E-03       3.40356885687E-03
    6       1.62911723818E-06      -4.48257257417E-03       4.48257257417E-03
    7       1.69066631187E-06      -5.63879092483E-03       5.63879092483E-03
    8       1.71126625004E-06      -7.40030904930E-03       7.40030904930E-03
    9       1.71392072832E-06      -8.63621853555E-03       8.63621853555E-03
   10       1.75897183673E-06      -7.07567522809E-03       7.07567522809E-03
   11       1.74576131785E-06      -9.34202867466E-03       9.34202867466E-03
   12       1.88742156693E-06      -1.80011545909E-02       1.80011545909E-02
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
