 ##################################################################################
 # [fnlo-tk-yodaout] Evaluating table: ./2jet.NNLO.fnl5662j_mjj8_chi_norm_v25.tab.gz
 # [fnlo-tk-yodaout] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-yodaout] Showing uncertainty from asymmetric 6-point scale factor variation.
 # [fnlo-tk-yodaout] Deriving NNLO cross sections for comparison.
 # [fnlo-tk-yodaout] Normalizing cross sections. 
 # [fnlo-tk-yodaout] Using scale definition kScale1.
 # [fnlo-tk-yodaout] No request given for central scale factor, using unmodified central scale.
 # [fnlo-tk-yodaout] Do not apply nonperturbative corrections.
 # [fnlo-tk-yodaout] No request given for x-axis rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] No request given for uncertainty rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
 ##################################################################################
 # fastNLOReader: Evaluating uncertainties
 ##################################################################################
 #=================================================================================
 # Relative scale uncertainties (6P NNPDF31_nnlo_as_0118 NNLO)
 #---------------------------------------------------------------------------------
 # bin      cross_section           lower_uncertainty       upper_uncertainty
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    1       7.58503007723E-02      -2.61179343103E-02       9.76146020019E-03
    2       6.43636306129E-02      -2.10520538917E-02       7.65037545494E-03
    3       6.43347472334E-02      -2.07207650029E-02       9.47413912499E-03
    4       6.19774826526E-02      -2.38098645317E-02       2.35347757615E-03
    5       6.33473271938E-02      -1.30053871674E-02       0.00000000000E+00
    6       6.23021322994E-02      -3.30608205322E-02       1.29783211872E-02
    7       6.58438880153E-02      -4.23534592680E-03       6.68449886857E-03
    8       6.62631623307E-02      -1.47028814899E-03       4.16062539421E-03
    9       6.43889425076E-02      -2.61944802042E-02       1.99804872184E-02
   10       6.66180228535E-02      -1.28895622328E-02       1.58383290442E-02
   11       6.49211407421E-02      -5.89494079862E-03       2.08662604357E-02
   12       7.41250295953E-02      -1.17057814321E-02       4.99656338220E-02
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

 ##################################################################################
 #
 # NNLO_NNPDF31_nnl_6P_norm_kScale1_no.yoda was successfully produced
 #
 ##################################################################################

