 ##################################################################################
 # [fnlo-tk-cppread] Evaluating table: ./2jet.NNLO.fnl5662j_mjj9_chi_norm_v25.tab.gz
 # [fnlo-tk-cppread] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-cppread] If possible, will try to do all PDF members.
 # [fnlo-tk-cppread] Using alpha_s evolution code: LHAPDF
 # [fnlo-tk-cppread] Preparing unnormalized cross sections,
 # [fnlo-tk-cppread] Using scale definition kScale1
 # [fnlo-tk-cppread] No request for central scale factor, using default of unity.
 # [fnlo-tk-cppread] No request for no. of flavours, using default of LHAPDF or Nf = 5.
 # [fnlo-tk-cppread] No request for no. of loops, using default of LHAPDF or NLoop = 2.
 # [fnlo-tk-cppread] No request for value of alpha_s(M_Z), using default of LHAPDF or asMz = 0.118.
 # [fnlo-tk-cppread] No request for value of M_Z, using default of LHAPDF or Mz = 91.1876.
 # [fnlo-tk-cppread] No request for Ecms, using default as defined in grid.
 # [fnlo-tk-cppread] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600

 ##################################################################################################################################################################
 # [fnlo-tk-cppread] Calculate my cross sections
 ##################################################################################################################################################################
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 0
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  1000.         1   1.000       2.000      3096.          2.27218056666E-07  2.64702301608E-07  2.55430555136E-07    1.16497   0.96497
     2  1000.         2   2.000       3.000      2860.          2.11378902150E-07  2.29577388129E-07  2.14987108817E-07    1.08609   0.93645
     3  1000.         3   3.000       4.000      2632.          2.24417251795E-07  2.29175990313E-07  2.10893135631E-07    1.02120   0.92022
     4  1000.         4   4.000       5.000      2442.          2.38986085424E-07  2.33774262293E-07  2.12704073386E-07    0.97819   0.90987
     5  1000.         5   5.000       6.000      2284.          2.52619265483E-07  2.37563589581E-07  2.07962313858E-07    0.94040   0.87540
     6  1000.         6   6.000       7.000      2151.          2.64675690826E-07  2.39644456797E-07  2.12664305647E-07    0.90543   0.88742
     7  1000.         7   7.000       8.000      2040.          2.75818462836E-07  2.43686301670E-07  2.18431595641E-07    0.88350   0.89636
     8  1000.         8   8.000       9.000      1943.          2.85610112503E-07  2.46317134003E-07  2.15386307833E-07    0.86242   0.87443
     9  1000.         9   9.000       10.00      1858.          2.94504809676E-07  2.46174309321E-07  2.10810364173E-07    0.83589   0.85635
    10  2000.        10   10.00       12.00      1751.          3.07012133697E-07  2.48778086513E-07  2.06441501171E-07    0.81032   0.82982
    11  2000.        11   12.00       14.00      1631.          3.21524214309E-07  2.51725551676E-07  2.20828166893E-07    0.78291   0.87726
    12  2000.        12   14.00       16.00      1533.          3.34860445029E-07  2.56239672079E-07  2.16510329155E-07    0.76521   0.84495
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 1
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  1000.         1   1.000       2.000      3093.          2.07505794205E-07  2.49904300169E-07  2.42688682076E-07    1.20432   0.97113
     2  1000.         2   2.000       3.000      2857.          1.98911686031E-07  2.20568823835E-07  2.07083501516E-07    1.10888   0.93886
     3  1000.         3   3.000       4.000      2631.          2.15095816805E-07  2.22735537343E-07  2.04755048644E-07    1.03552   0.91927
     4  1000.         4   4.000       5.000      2440.          2.31508994325E-07  2.28850883135E-07  2.07070023851E-07    0.98852   0.90483
     5  1000.         5   5.000       6.000      2283.          2.46482245206E-07  2.33440810322E-07  2.03005104067E-07    0.94709   0.86962
     6  1000.         6   6.000       7.000      2150.          2.59561166590E-07  2.36265632064E-07  2.09719697791E-07    0.91025   0.88764
     7  1000.         7   7.000       8.000      2039.          2.71379803077E-07  2.40647333239E-07  2.14419194814E-07    0.88675   0.89101
     8  1000.         8   8.000       9.000      1943.          2.81730281663E-07  2.44111478745E-07  2.13943502029E-07    0.86647   0.87642
     9  1000.         9   9.000       10.00      1858.          2.91203112447E-07  2.43720100520E-07  2.05602058995E-07    0.83694   0.84360
    10  2000.        10   10.00       12.00      1750.          3.04288698819E-07  2.46763429111E-07  2.05005674686E-07    0.81095   0.83078
    11  2000.        11   12.00       14.00      1630.          3.19406460156E-07  2.50395311430E-07  2.19776058356E-07    0.78394   0.87772
    12  2000.        12   14.00       16.00      1532.          3.33197803131E-07  2.55083184897E-07  2.13071286946E-07    0.76556   0.83530
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 2
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  1000.         1   1.000       2.000      3095.          2.17685542592E-07  2.55354109758E-07  2.47008360665E-07    1.17304   0.96732
     2  1000.         2   2.000       3.000      2858.          2.03447359598E-07  2.21881170628E-07  2.07907722636E-07    1.09061   0.93702
     3  1000.         3   3.000       4.000      2631.          2.16708344421E-07  2.21841097743E-07  2.04353022285E-07    1.02369   0.92117
