 ##################################################################################
 # [fnlo-tk-yodaout] Evaluating table: ./2jet.NNLO.fnl5662j_mjj3_chi_norm_v25.tab.gz
 # [fnlo-tk-yodaout] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-yodaout] Showing statistical uncertainty of x section calculation.
 # [fnlo-tk-yodaout] Deriving NNLO cross sections for comparison.
 # [fnlo-tk-yodaout] Preparing unnormalized cross sections.
 # [fnlo-tk-yodaout] Using scale definition kScale2.
 # [fnlo-tk-yodaout] No request given for central scale factor, using unmodified central scale.
 # [fnlo-tk-yodaout] Do not apply nonperturbative corrections.
 # [fnlo-tk-yodaout] No request given for x-axis rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] No request given for uncertainty rescale factor, using default value of unity.
 # [fnlo-tk-yodaout] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
 ##################################################################################
 # fastNLOReader: Evaluating uncertainties
 ##################################################################################
 #=================================================================================
 # Relative statistical uncertainties (ST NNPDF31_nnlo_as_0118 NNLO)
 #---------------------------------------------------------------------------------
 # bin      cross_section           lower_uncertainty       upper_uncertainty
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    1       1.35621525016E-03      -9.02686048412E-04       9.02686048412E-04
    2       1.14153898229E-03      -1.01810623206E-03       1.01810623206E-03
    3       1.11724247083E-03      -1.61379715359E-03       1.61379715359E-03
    4       1.14009162507E-03      -1.60062093718E-03       1.60062093718E-03
    5       1.15630748981E-03      -2.17012699053E-03       2.17012699053E-03
    6       1.16998033446E-03      -2.87749155842E-03       2.87749155842E-03
    7       1.18436603838E-03      -3.61586282501E-03       3.61586282501E-03
    8       1.21255201836E-03      -4.13196725008E-03       4.13196725008E-03
    9       1.23298960574E-03      -5.09791713735E-03       5.09791713735E-03
   10       1.24322906383E-03      -3.94112927120E-03       3.94112927120E-03
   11       1.25610291010E-03      -5.68587052089E-03       5.68587052089E-03
   12       1.28671128015E-03      -6.88922523894E-03       6.88922523894E-03
 #- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

 ##################################################################################
 #
 # NNLO_NNPDF31_nnl_ST_no_kScale2_no.yoda was successfully produced
 #
 ##################################################################################

