 ##################################################################################
 # [fnlo-tk-cppread] Evaluating table: ./2jet.NNLO.fnl5662j_mjj6_chi_norm_v25.tab.gz
 # [fnlo-tk-cppread] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-cppread] If possible, will try to do all PDF members.
 # [fnlo-tk-cppread] Using alpha_s evolution code: LHAPDF
 # [fnlo-tk-cppread] Preparing unnormalized cross sections,
 # [fnlo-tk-cppread] Using scale definition kScale1
 # [fnlo-tk-cppread] No request for central scale factor, using default of unity.
 # [fnlo-tk-cppread] No request for no. of flavours, using default of LHAPDF or Nf = 5.
 # [fnlo-tk-cppread] No request for no. of loops, using default of LHAPDF or NLoop = 2.
 # [fnlo-tk-cppread] No request for value of alpha_s(M_Z), using default of LHAPDF or asMz = 0.118.
 # [fnlo-tk-cppread] No request for value of M_Z, using default of LHAPDF or Mz = 91.1876.
 # [fnlo-tk-cppread] No request for Ecms, using default as defined in grid.
 # [fnlo-tk-cppread] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600

 ##################################################################################################################################################################
 # [fnlo-tk-cppread] Calculate my cross sections
 ##################################################################################################################################################################
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 0
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      2172.          1.67283689395E-05  1.79839816229E-05  1.68492142934E-05    1.07506   0.93690
     2  600.0         2   2.000       3.000      2006.          1.49877096553E-05  1.53607910394E-05  1.42623203501E-05    1.02489   0.92849
     3  600.0         3   3.000       4.000      1846.          1.55311186837E-05  1.52824468232E-05  1.42429361638E-05    0.98399   0.93198
     4  600.0         4   4.000       5.000      1713.          1.62996692407E-05  1.54962417393E-05  1.38994889114E-05    0.95071   0.89696
     5  600.0         5   5.000       6.000      1603.          1.70522724398E-05  1.57716673203E-05  1.44175427362E-05    0.92490   0.91414
     6  600.0         6   6.000       7.000      1510.          1.77446708558E-05  1.59959346315E-05  1.44724092913E-05    0.90145   0.90476
     7  600.0         7   7.000       8.000      1432.          1.83782189210E-05  1.61987890345E-05  1.46410587861E-05    0.88141   0.90384
     8  600.0         8   8.000       9.000      1363.          1.89664077739E-05  1.65154214581E-05  1.48150795558E-05    0.87077   0.89705
     9  600.0         9   9.000       10.00      1305.          1.94909733985E-05  1.65394503318E-05  1.49780689496E-05    0.84857   0.90560
    10  1200.        10   10.00       12.00      1229.          2.02148050487E-05  1.68495475491E-05  1.48757614985E-05    0.83353   0.88286
    11  1200.        11   12.00       14.00      1146.          2.10700769851E-05  1.69731265204E-05  1.46706507908E-05    0.80556   0.86435
    12  1200.        12   14.00       16.00      1077.          2.18183588084E-05  1.73268204150E-05  1.61709105280E-05    0.79414   0.93329
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 1
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      2171.          1.67332182877E-05  1.80653637205E-05  1.69428251177E-05    1.07961   0.93786
     2  600.0         2   2.000       3.000      2006.          1.50577863579E-05  1.54769285937E-05  1.43749283106E-05    1.02784   0.92880
     3  600.0         3   3.000       4.000      1846.          1.56497070873E-05  1.54299564140E-05  1.43813897875E-05    0.98596   0.93204
     4  600.0         4   4.000       5.000      1713.          1.64552564260E-05  1.56671401939E-05  1.40435582416E-05    0.95211   0.89637
     5  600.0         5   5.000       6.000      1603.          1.72367572844E-05  1.59610531265E-05  1.45939765665E-05    0.92599   0.91435
     6  600.0         6   6.000       7.000      1510.          1.79526887583E-05  1.61998123418E-05  1.46722616713E-05    0.90236   0.90571
     7  600.0         7   7.000       8.000      1431.          1.86080393170E-05  1.64129191621E-05  1.48030697739E-05    0.88203   0.90192
     8  600.0         8   8.000       9.000      1363.          1.92121592481E-05  1.67411398955E-05  1.50459641176E-05    0.87138   0.89874
     9  600.0         9   9.000       10.00      1304.          1.97517011646E-05  1.67675308847E-05  1.51695044711E-05    0.84892   0.90470
    10  1200.        10   10.00       12.00      1229.          2.04946988904E-05  1.70876943977E-05  1.50733401849E-05    0.83376   0.88212
    11  1200.        11   12.00       14.00      1146.          2.13728472662E-05  1.72207132730E-05  1.48494937186E-05    0.80573   0.86230
    12  1200.        12   14.00       16.00      1077.          2.21400752496E-05  1.75835340207E-05  1.63884183712E-05    0.79419   0.93203
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 2
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  600.0         1   1.000       2.000      2172.          1.65965653616E-05  1.78349228425E-05  1.67111172336E-05    1.07462   0.93699
     2  600.0         2   2.000       3.000      2006.          1.48764408279E-05  1.52384723782E-05  1.41449616726E-05    1.02434   0.92824
     3  600.0         3   3.000       4.000      1846.          1.54212495497E-05  1.51652197548E-05  1.41314324574E-05    0.98340   0.93183
