 ##################################################################################
 # [fnlo-tk-cppread] Evaluating table: ./2jet.NNLO.fnl5662j_mjj2_chi_norm_v25.tab.gz
 # [fnlo-tk-cppread] Using PDF set   : NNPDF31_nnlo_as_0118
 # [fnlo-tk-cppread] If possible, will try to do all PDF members.
 # [fnlo-tk-cppread] Using alpha_s evolution code: LHAPDF
 # [fnlo-tk-cppread] Preparing unnormalized cross sections,
 # [fnlo-tk-cppread] Using scale definition kScale1
 # [fnlo-tk-cppread] No request for central scale factor, using default of unity.
 # [fnlo-tk-cppread] No request for no. of flavours, using default of LHAPDF or Nf = 5.
 # [fnlo-tk-cppread] No request for no. of loops, using default of LHAPDF or NLoop = 2.
 # [fnlo-tk-cppread] No request for value of alpha_s(M_Z), using default of LHAPDF or asMz = 0.118.
 # [fnlo-tk-cppread] No request for value of M_Z, using default of LHAPDF or Mz = 91.1876.
 # [fnlo-tk-cppread] No request for Ecms, using default as defined in grid.
 # [fnlo-tk-cppread] Using verbosity level: WARNING
 ##################################################################################

LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600
LHAPDF 6.5.4 loading /home/rabbertz/local/share/LHAPDF/NNPDF31_nnlo_as_0118/NNPDF31_nnlo_as_0118_0000.dat
NNPDF31_nnlo_as_0118 PDF set, member #0, version 1; LHAPDF ID = 303600

 ##################################################################################################################################################################
 # [fnlo-tk-cppread] Calculate my cross sections
 ##################################################################################################################################################################
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 0
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  500.0         1   1.000       2.000      1025.          7.35226691942E-03  7.18997691351E-03  6.60653282325E-03    0.97793   0.91885
     2  500.0         2   2.000       3.000      946.8          6.28440434750E-03  6.00580782248E-03  5.49419584107E-03    0.95567   0.91481
     3  500.0         3   3.000       4.000      871.5          6.31835805507E-03  5.89792146652E-03  5.44675561558E-03    0.93346   0.92350
     4  500.0         4   4.000       5.000      808.6          6.50974672685E-03  5.95736115794E-03  5.31674907236E-03    0.91514   0.89247
     5  500.0         5   5.000       6.000      756.5          6.72624950783E-03  6.03759698643E-03  5.44875862939E-03    0.89762   0.90247
     6  500.0         6   6.000       7.000      712.9          6.93694840288E-03  6.11299477651E-03  5.80821533055E-03    0.88122   0.95014
     7  500.0         7   7.000       8.000      675.7          7.13312971798E-03  6.22294173269E-03  5.72102731069E-03    0.87240   0.91934
     8  500.0         8   8.000       9.000      643.8          7.31610553840E-03  6.27414260914E-03  5.77705945867E-03    0.85758   0.92077
     9  500.0         9   9.000       10.00      616.0          7.48695096991E-03  6.34979424327E-03  5.69953817825E-03    0.84811   0.89759
    10  1000.        10   10.00       12.00      580.4          7.72456244122E-03  6.44714544208E-03  5.93796432344E-03    0.83463   0.92102
    11  1000.        11   12.00       14.00      540.9          8.00339903827E-03  6.55196043980E-03  5.89305832469E-03    0.81865   0.89943
    12  1000.        12   14.00       16.00      508.7          8.25940535111E-03  6.65402664409E-03  6.05447145880E-03    0.80563   0.90990
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 1
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  500.0         1   1.000       2.000      1025.          7.53342921660E-03  7.35948194282E-03  6.75963283059E-03    0.97691   0.91849
     2  500.0         2   2.000       3.000      946.8          6.43675324380E-03  6.14610612752E-03  5.62058242476E-03    0.95485   0.91449
     3  500.0         3   3.000       4.000      871.5          6.46995829261E-03  6.03506150877E-03  5.57257843159E-03    0.93278   0.92337
     4  500.0         4   4.000       5.000      808.6          6.66499739267E-03  6.09563946958E-03  5.43828742123E-03    0.91457   0.89216
     5  500.0         5   5.000       6.000      756.5          6.88609200737E-03  6.17771214671E-03  5.57406205219E-03    0.89713   0.90229
     6  500.0         6   6.000       7.000      713.0          7.10141213601E-03  6.25482702120E-03  5.94128911765E-03    0.88079   0.94987
     7  500.0         7   7.000       8.000      675.8          7.30198832418E-03  6.36719749746E-03  5.85258121167E-03    0.87198   0.91918
     8  500.0         8   8.000       9.000      643.9          7.48911674061E-03  6.41980429306E-03  5.91142709858E-03    0.85722   0.92081
     9  500.0         9   9.000       10.00      616.0          7.66381464598E-03  6.49740638711E-03  5.83007743976E-03    0.84780   0.89729
    10  1000.        10   10.00       12.00      580.4          7.90690864978E-03  6.59716884898E-03  6.07768659534E-03    0.83436   0.92126
    11  1000.        11   12.00       14.00      540.9          8.19224038128E-03  6.70454983104E-03  6.03075412101E-03    0.81840   0.89950
    12  1000.        12   14.00       16.00      508.7          8.45400920349E-03  6.80909219037E-03  6.19580377729E-03    0.80543   0.90993
 #=================================================================================================================================================================
 # My Cross Sections
 # The PDF member chosen here is: 2
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
 #IObs  BinSize  IODimO  [ Chi               ]  < ptavg_j12_ >  LO_cross_section   NLO_cross_section  NNLO_cross_section   KNLO      KNNLO
 #-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     1  500.0         1   1.000       2.000      1025.          7.30649192279E-03  7.14746390104E-03  6.56911662749E-03    0.97823   0.91908
     2  500.0         2   2.000       3.000      946.8          6.24655467571E-03  5.97118570835E-03  5.46360356737E-03    0.95592   0.91499
     3  500.0         3   3.000       4.000      871.5          6.28090850760E-03  5.86428594239E-03  5.41629163644E-03    0.93367   0.92361
